Pregunta,Consulta,Tabla,Valores,Categoría
Muéstrame todas las licitaciones de Obras en Murcia que excedan 629000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount > 629000;,expedientes,"{'tipo': 'Obras', 'region': 'Murcia', 'cuantia': 629000}",region_tipo_cuantia_superior
¿Existen licitaciones de Gestión de Servicios Públicos con cuantía mayor a 359000€ en Araba/Álava ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Araba/Álava' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount > 359000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'cuantia': 359000, 'region': 'Araba/Álava'}",region_tipo_cuantia_superior
Enseña los contratos de Suministros con cuantía superior a 562000€ registrados en Zaragoza.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zaragoza' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 562000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 562000, 'region': 'Zaragoza'}",region_tipo_cuantia_superior
¿Existen contratos de Privado con cuantía mayor a 959000€ en Comunidad Foral de Navarra ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad Foral de Navarra' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount > 959000;,expedientes,"{'tipo': 'Privado', 'cuantia': 959000, 'region': 'Comunidad Foral de Navarra'}",region_tipo_cuantia_superior
Muestra los expedientes de Suministros en Centro (ES) con cuantía mayor a 315000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 315000;,expedientes,"{'tipo': 'Suministros', 'region': 'Centro (ES)', 'cuantia': 315000}",region_tipo_cuantia_superior
Muéstrame todas las licitaciones Anuncio Previo de La Gomera que no superen 558000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Gomera' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 558000;,expedientes,"{'estado': 'Anuncio Previo', 'region': 'La Gomera', 'cuantia': 558000}",region_estado_cuantia_inferior
¿Qué expedientes En evaluación hay en Badajoz con importes menores a 531000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Badajoz' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 531000;,expedientes,"{'estado': 'En evaluación', 'region': 'Badajoz', 'cuantia': 531000}",region_estado_cuantia_inferior
Muéstrame todas las licitaciones En evaluación de Araba/Álava que no superen 562000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Araba/Álava' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 562000;,expedientes,"{'estado': 'En evaluación', 'region': 'Araba/Álava', 'cuantia': 562000}",region_estado_cuantia_inferior
¿Existen licitaciones Adjudicado con cuantía menor a 818000€ en Canarias ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 818000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 818000, 'region': 'Canarias'}",region_estado_cuantia_inferior
Enseña los contratos con estado Resuelto y cuantía inferior a 125000€ registrados en Palencia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Palencia' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 125000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 125000, 'region': 'Palencia'}",region_estado_cuantia_inferior
¿Existen contratos Resuelto con cuantía menor a 206000€ en Este ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 206000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 206000, 'region': 'Este'}",region_estado_cuantia_inferior
Muestra los expedientes Anuncio Previo de Soria con cuantía menor a 566000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Soria' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 566000;,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Soria', 'cuantia': 566000}",region_estado_cuantia_inferior
Muéstrame todas las licitaciones En evaluación de Castellón/Castelló que excedan 899000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount > 899000;,expedientes,"{'estado': 'En evaluación', 'region': 'Castellón/Castelló', 'cuantia': 899000}",region_estado_cuantia_superior
¿Qué expedientes Resuelto hay en Extremadura con importes mayores a 899000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extremadura' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 899000;,expedientes,"{'estado': 'Resuelto', 'region': 'Extremadura', 'cuantia': 899000}",region_estado_cuantia_superior
Muéstrame todas las licitaciones Resuelto de Aragón que excedan 473000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Aragón' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 473000;,expedientes,"{'estado': 'Resuelto', 'region': 'Aragón', 'cuantia': 473000}",region_estado_cuantia_superior
¿Existen licitaciones Publicado con cuantía mayor a 558000€ en Gipuzkoa ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 558000;,expedientes,"{'estado': 'Publicado', 'cuantia': 558000, 'region': 'Gipuzkoa'}",region_estado_cuantia_superior
Enseña los contratos con estado En evaluación y cuantía superior a 165000€ registrados en Sur.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sur' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount > 165000;,expedientes,"{'estado': 'En evaluación', 'cuantia': 165000, 'region': 'Sur'}",region_estado_cuantia_superior
¿Existen contratos Publicado con cuantía mayor a 55000€ en Centro (ES) ahora mismo?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 55000;,expedientes,"{'estado': 'Publicado', 'cuantia': 55000, 'region': 'Centro (ES)'}",region_estado_cuantia_superior
Muestra los expedientes Adjudicado de Girona con cuantía mayor a 194000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Girona' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 194000;,expedientes,"{'estado': 'Adjudicado', 'region': 'Girona', 'cuantia': 194000}",region_estado_cuantia_superior
Muéstrame todas las licitaciones de Suministros en Menorca que estén En evaluación y no superen 849000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 849000;,expedientes,"{'tipo': 'Suministros', 'region': 'Menorca', 'estado': 'En evaluación', 'cuantia': 849000}",region_tipo_estado_cuantia_inferior
¿Qué expedientes de Servicios hay en Ourense con estado Publicado y montos menores a 206000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ourense' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 206000;,expedientes,"{'tipo': 'Servicios', 'region': 'Ourense', 'estado': 'Publicado', 'cuantia': 206000}",region_tipo_estado_cuantia_inferior
Muéstrame todas las licitaciones de Patrimonial en Melilla que estén Anuncio Previo y no superen 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 167000;,expedientes,"{'tipo': 'Patrimonial', 'region': 'Melilla', 'estado': 'Anuncio Previo', 'cuantia': 167000}",region_tipo_estado_cuantia_inferior
"¿Existen licitaciones de Suministros, con estado Resuelto, por debajo de 832000€ en Cáceres ahora mismo?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cáceres' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 832000;,expedientes,"{'tipo': 'Suministros', 'estado': 'Resuelto', 'cuantia': 832000, 'region': 'Cáceres'}",region_tipo_estado_cuantia_inferior
"Enseña los contratos de Servicios, En evaluación, con cuantía inferior a 33000€ registrados en Cádiz.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cádiz' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 33000;,expedientes,"{'tipo': 'Servicios', 'estado': 'En evaluación', 'cuantia': 33000, 'region': 'Cádiz'}",region_tipo_estado_cuantia_inferior
"¿Existen contratos de Gestión de Servicios Públicos, con estado Publicado, por debajo de 722000€ en Málaga actualmente?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Málaga' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount < 722000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Publicado', 'cuantia': 722000, 'region': 'Málaga'}",region_tipo_estado_cuantia_inferior
"Muestra los expedientes de Concesión de Servicios en Castilla-La Mancha, con estado Resuelto, y cuantía menor a 708000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castilla-La Mancha' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 708000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Castilla-La Mancha', 'estado': 'Resuelto', 'cuantia': 708000}",region_tipo_estado_cuantia_inferior
Muéstrame todas las licitaciones que estén Adjudicado y excedan 899000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount > 899000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 899000}",estado_cuantia_superior
¿Qué expedientes están registrados con estado Resuelto y presupuestos por encima de 864000€?,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount > 864000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 864000}",estado_cuantia_superior
Muéstrame todas las licitaciones que estén Anuncio Previo y excedan 708000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo' AND total_amount > 708000;,expedientes,"{'estado': 'Anuncio Previo', 'cuantia': 708000}",estado_cuantia_superior
¿Existen licitaciones en estado Anuncio Previo que estén por encima de 353000€ ahora mismo?,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo' AND total_amount > 353000;,expedientes,"{'estado': 'Anuncio Previo', 'cuantia': 353000}",estado_cuantia_superior
Enseña los contratos En evaluación con costes superiores a 24000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación' AND total_amount > 24000;,expedientes,"{'estado': 'En evaluación', 'cuantia': 24000}",estado_cuantia_superior
¿Existen contratos en estado Resuelto que estén por encima de 474000€ actualmente?,SELECT * FROM expedientes WHERE contract_folder_status = 'Resuelto' AND total_amount > 474000;,expedientes,"{'estado': 'Resuelto', 'cuantia': 474000}",estado_cuantia_superior
Muestra los expedientes Adjudicado cuyo importe sea mayor a 818000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount > 818000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 818000}",estado_cuantia_superior
