Pregunta,Consulta,Tabla,Valores,Categoría
¿Qué contratos Resuelto están registrados en A Coruña?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'A Coruña' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'A Coruña'}",region_estado
"Estoy buscando expedientes Publicado en Gipuzkoa, ¿me los puedes mostrar?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gipuzkoa' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Gipuzkoa'}",region_estado
Solicito información de expedientes Resuelto en Comunitat Valenciana.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Comunitat Valenciana'}",region_estado
Busco expedientes Publicado en Tenerife.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tenerife' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Tenerife'}",region_estado
¿Cuáles son los expedientes con estado En evaluación en La Palma?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Palma' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'La Palma'}",region_estado
Muéstrame todos los expedientes Resuelto para Teruel.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Teruel' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Teruel'}",region_estado
Filtra por Ceuta las licitaciones con estado Anuncio Previo.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ceuta' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'region': 'Ceuta', 'estado': 'Anuncio Previo'}",region_estado
Muéstrame todos los contratos Anuncio Previo en Comunitat Valenciana.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Comunitat Valenciana'}",region_estado
¿Qué expedientes Resuelto están registrados en Valladolid?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Valladolid' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Valladolid'}",region_estado
Necesito consultar todos los contratos En evaluación de Cádiz.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cádiz' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Cádiz'}",region_estado
Necesito consultar todos los expedientes Publicado de Guadalajara.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Guadalajara' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'Guadalajara'}",region_estado
Enséñame los expedientes Adjudicado en Soria.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Soria' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Soria'}",region_estado
¿Cuáles son los expedientes Resuelto publicados en Gran Canaria?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Gran Canaria' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Gran Canaria'}",region_estado
Expedientes En evaluación de Alicante/Alacant,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Alicante/Alacant' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Alicante/Alacant'}",region_estado
Filtra los contratos Anuncio Previo de Aragón.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Aragón' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Aragón'}",region_estado
Filtra por El Hierro los contratos con estado Resuelto.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'El Hierro' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'region': 'El Hierro', 'estado': 'Resuelto'}",region_estado
¿Tienes información sobre contratos Resuelto en Almería?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Almería' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Almería'}",region_estado
Enséñame los contratos En evaluación en Ciudad de Melilla.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Melilla' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Ciudad de Melilla'}",region_estado
¿Cuáles son los contratos con estado Adjudicado en Galicia?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Galicia' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Galicia'}",region_estado
Lista todas las licitaciones con estado Resuelto en Tenerife.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tenerife' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Tenerife'}",region_estado
Enseña los contratos que estén En evaluación en Huelva.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huelva' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Huelva'}",region_estado
¿Podrías filtrar contratos Publicado dentro de La Rioja?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'estado': 'Publicado', 'region': 'La Rioja'}",region_estado
Enseña los expedientes que estén En evaluación en Alicante/Alacant.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Alicante/Alacant' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Alicante/Alacant'}",region_estado
Busco licitaciones Adjudicado en Ourense.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ourense' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Ourense'}",region_estado
¿Podrías filtrar expedientes En evaluación dentro de Málaga?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Málaga' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Málaga'}",region_estado
Filtra por Andalucía las licitaciones con estado Resuelto.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Andalucía' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'region': 'Andalucía', 'estado': 'Resuelto'}",region_estado
¿Tienes información sobre licitaciones En evaluación en Tenerife?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tenerife' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Tenerife'}",region_estado
¿Existen contratos Resuelto ahora mismo en Granada?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Granada'}",region_estado
"Expedientes En evaluación en Zamora, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zamora' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'estado': 'En evaluación', 'region': 'Zamora'}",region_estado
Filtra los expedientes Resuelto de Zaragoza.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zaragoza' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'estado': 'Resuelto', 'region': 'Zaragoza'}",region_estado
Dame los contatos Adjudicado en Palencia,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Palencia' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'estado': 'Adjudicado', 'region': 'Palencia'}",region_estado
Necesito consultar todos los contratos Anuncio Previo de Aragón.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Aragón' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'estado': 'Anuncio Previo', 'region': 'Aragón'}",region_estado
Filtra por Castellón/Castelló los expedientes con estado Adjudicado.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'region': 'Castellón/Castelló', 'estado': 'Adjudicado'}",region_estado
Muéstrame todas las licitaciones de La Rioja que excedan 193000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Rioja' AND expedientes.total_amount > 193000;,expedientes,"{'region': 'La Rioja', 'cuantia': 193000}",region_cuantia_superior
¿Qué expedientes de Barcelona están registrados con cuantía mayor a 849000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Barcelona' AND expedientes.total_amount > 849000;,expedientes,"{'region': 'Barcelona', 'cuantia': 849000}",region_cuantia_superior
Muéstrame todas las licitaciones de Ávila que excedan 560000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ávila' AND expedientes.total_amount > 560000;,expedientes,"{'region': 'Ávila', 'cuantia': 560000}",region_cuantia_superior
Enseña las licitaciones de Región de Murcia con importe mayor a 304000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.total_amount > 304000;,expedientes,"{'region': 'Región de Murcia', 'cuantia': 304000}",region_cuantia_superior
Filtra en Comunitat Valenciana los contratos que estén por encima de 165000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.total_amount > 165000;,expedientes,"{'region': 'Comunitat Valenciana', 'cuantia': 165000}",region_cuantia_superior
Enseña los contratos de Granada con importe mayor a 619000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.total_amount > 619000;,expedientes,"{'region': 'Granada', 'cuantia': 619000}",region_cuantia_superior
Solicito información de expedientes en Canarias que excedan 520000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.total_amount > 520000;,expedientes,"{'region': 'Canarias', 'cuantia': 520000}",region_cuantia_superior
¿Cuántos expedientes hay en Principado de Asturias con cuantía superior a 572000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Principado de Asturias' AND expedientes.total_amount > 572000;,expedientes,"{'region': 'Principado de Asturias', 'cuantia': 572000}",region_cuantia_superior
Filtra todas las licitaciones de Ceuta con cuantía superior a 146000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ceuta' AND expedientes.total_amount > 146000;,expedientes,"{'region': 'Ceuta', 'cuantia': 146000}",region_cuantia_superior
Quiero ver todos los expedientes disponibles en Noroeste por encima de 55000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noroeste' AND expedientes.total_amount > 55000;,expedientes,"{'region': 'Noroeste', 'cuantia': 55000}",region_cuantia_superior
Muéstrame todas las licitaciones de Comunidad Foral de Navarra que excedan 899000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad Foral de Navarra' AND expedientes.total_amount > 899000;,expedientes,"{'region': 'Comunidad Foral de Navarra', 'cuantia': 899000}",region_cuantia_superior
"Expedientes de Comunitat Valenciana con cuantía superior a 987000€, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.total_amount > 987000;,expedientes,"{'region': 'Comunitat Valenciana', 'cuantia': 987000}",region_cuantia_superior
Expedientes de Castellón/Castelló por encima de 194000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castellón/Castelló' AND expedientes.total_amount > 194000;,expedientes,"{'region': 'Castellón/Castelló', 'cuantia': 194000}",region_cuantia_superior
Filtra en Noroeste los expedientes que estén por encima de 562000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Noroeste' AND expedientes.total_amount > 562000;,expedientes,"{'region': 'Noroeste', 'cuantia': 562000}",region_cuantia_superior
Muestra las licitaciones registradas en Jaén por más de 864000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Jaén' AND expedientes.total_amount > 864000;,expedientes,"{'region': 'Jaén', 'cuantia': 864000}",region_cuantia_superior
Expedientes en Soria con montos superiores a 655000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Soria' AND expedientes.total_amount > 655000;,expedientes,"{'region': 'Soria', 'cuantia': 655000}",region_cuantia_superior
"Licitaciones de Canarias con cuantía superior a 922000€, ¿puedes listarlas?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.total_amount > 922000;,expedientes,"{'region': 'Canarias', 'cuantia': 922000}",region_cuantia_superior
Expedientes en Girona por encima de 167000€,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Girona' AND expedientes.total_amount > 167000;,expedientes,"{'region': 'Girona', 'cuantia': 167000}",region_cuantia_superior
¿Cuántos contratos hay en Araba/Álava con cuantía superior a 832000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Araba/Álava' AND expedientes.total_amount > 832000;,expedientes,"{'region': 'Araba/Álava', 'cuantia': 832000}",region_cuantia_superior
Muestra las licitaciones registradas en A Coruña por más de 347000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'A Coruña' AND expedientes.total_amount > 347000;,expedientes,"{'region': 'A Coruña', 'cuantia': 347000}",region_cuantia_superior
Lista todos los expedientes de Granada cuya cuantía supere 478000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Granada' AND expedientes.total_amount > 478000;,expedientes,"{'region': 'Granada', 'cuantia': 478000}",region_cuantia_superior
¿Podrías filtrar los expedientes de Menorca que excedan 884000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.total_amount > 884000;,expedientes,"{'region': 'Menorca', 'cuantia': 884000}",region_cuantia_superior
Necesito consultar los contratos de Almería que superen 274000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Almería' AND expedientes.total_amount > 274000;,expedientes,"{'region': 'Almería', 'cuantia': 274000}",region_cuantia_superior
Muestra los expedientes registrados en Cataluña por más de 558000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cataluña' AND expedientes.total_amount > 558000;,expedientes,"{'region': 'Cataluña', 'cuantia': 558000}",region_cuantia_superior
Muéstrame todos los contratos de Valencia/València que excedan 618000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Valencia/València' AND expedientes.total_amount > 618000;,expedientes,"{'region': 'Valencia/València', 'cuantia': 618000}",region_cuantia_superior
Filtra en Ceuta los expedientes que estén por encima de 829000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ceuta' AND expedientes.total_amount > 829000;,expedientes,"{'region': 'Ceuta', 'cuantia': 829000}",region_cuantia_superior
¿Qué expedientes de Menorca están registrados con cuantía mayor a 906000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Menorca' AND expedientes.total_amount > 906000;,expedientes,"{'region': 'Menorca', 'cuantia': 906000}",region_cuantia_superior
Lista todos los expedientes de Principado de Asturias cuya cuantía supere 730000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Principado de Asturias' AND expedientes.total_amount > 730000;,expedientes,"{'region': 'Principado de Asturias', 'cuantia': 730000}",region_cuantia_superior
Lista todas las licitaciones de Región de Murcia cuya cuantía supere 562000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Región de Murcia' AND expedientes.total_amount > 562000;,expedientes,"{'region': 'Región de Murcia', 'cuantia': 562000}",region_cuantia_superior
Filtra en Galicia los contratos que estén por encima de 354000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Galicia' AND expedientes.total_amount > 354000;,expedientes,"{'region': 'Galicia', 'cuantia': 354000}",region_cuantia_superior
"Contratos de Huesca con cuantía superior a 194000€, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huesca' AND expedientes.total_amount > 194000;,expedientes,"{'region': 'Huesca', 'cuantia': 194000}",region_cuantia_superior
Muéstrame todos los expedientes de Centro (ES) que excedan 708000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Centro (ES)' AND expedientes.total_amount > 708000;,expedientes,"{'region': 'Centro (ES)', 'cuantia': 708000}",region_cuantia_superior
Lista todos los contratos de Cádiz cuya cuantía supere 429000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cádiz' AND expedientes.total_amount > 429000;,expedientes,"{'region': 'Cádiz', 'cuantia': 429000}",region_cuantia_superior
Busco expedientes en La Palma con cuantía por encima de 146000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Palma' AND expedientes.total_amount > 146000;,expedientes,"{'region': 'La Palma', 'cuantia': 146000}",region_cuantia_superior
"Estoy buscando licitaciones en Ciudad de Melilla con una cuantía superior a 849000€, ¿puedes ayudarme?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Melilla' AND expedientes.total_amount > 849000;,expedientes,"{'region': 'Ciudad de Melilla', 'cuantia': 849000}",region_cuantia_superior
Enseña los expedientes de Zamora con importe mayor a 884000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Zamora' AND expedientes.total_amount > 884000;,expedientes,"{'region': 'Zamora', 'cuantia': 884000}",region_cuantia_superior
¿Qué contratos de Este están registrados con cuantía mayor a 165000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Este' AND expedientes.total_amount > 165000;,expedientes,"{'region': 'Este', 'cuantia': 165000}",region_cuantia_superior
"Estoy buscando expedientes en Melilla con una cuantía superior a 818000€, ¿me ayudas?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.total_amount > 818000;,expedientes,"{'region': 'Melilla', 'cuantia': 818000}",region_cuantia_superior
Solicito información de expedientes en Comunitat Valenciana que excedan 359000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.total_amount > 359000;,expedientes,"{'region': 'Comunitat Valenciana', 'cuantia': 359000}",region_cuantia_superior
Busco expedientes en Tarragona con cuantía por encima de 844000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Tarragona' AND expedientes.total_amount > 844000;,expedientes,"{'region': 'Tarragona', 'cuantia': 844000}",region_cuantia_superior
¿Cuáles son los expedientes en Comunitat Valenciana con cuantía superior a 838000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.total_amount > 838000;,expedientes,"{'region': 'Comunitat Valenciana', 'cuantia': 838000}",region_cuantia_superior
Muéstrame todos los expedientes de Lleida que excedan 992000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lleida' AND expedientes.total_amount > 992000;,expedientes,"{'region': 'Lleida', 'cuantia': 992000}",region_cuantia_superior
Filtra todas las licitaciones de Extra-Regio NUTS con cuantía superior a 33000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extra-Regio NUTS' AND expedientes.total_amount > 33000;,expedientes,"{'region': 'Extra-Regio NUTS', 'cuantia': 33000}",region_cuantia_superior
